26.961	-0.036
33.458	0.025
33.458	0.056
33.458	0.067
33.458	0.071
33.458	0.095
33.460	0.104
33.460	0.110
33.460	0.139
33.460	0.150
33.460	0.170
33.460	0.183
33.460	0.199
33.460	0.222
33.460	0.239
33.460	0.253
33.460	0.267
33.460	0.287
33.460	0.300
33.460	0.314
33.460	0.329
33.462	0.351
33.462	0.372
33.462	0.378
33.462	0.395
33.462	0.403
33.462	0.426
33.462	0.443
33.462	0.462
33.462	0.486
33.462	0.543
33.462	0.501
33.462	0.497
33.462	0.507
33.462	0.515
33.462	0.493
33.462	0.510
33.423	0.521
33.423	0.505
33.423	0.515
33.423	0.507
33.423	0.520
33.423	0.514
33.423	0.513
33.423	0.508
33.423	0.510
33.423	0.515
33.423	0.505
33.423	0.504
33.423	0.506
33.423	0.506
33.423	0.498
33.425	0.496
33.425	0.508
33.425	0.516
33.425	0.530
33.425	0.518
33.425	0.508
33.425	0.516
33.425	0.517
33.425	0.504
33.425	0.505
33.425	0.503
33.425	0.505
33.425	0.516
33.425	0.527
33.425	0.514
33.425	0.508
33.425	0.514
33.474	0.525
33.474	0.519
33.474	0.512
33.474	0.525
33.474	0.514
33.474	0.516
33.474	0.507
33.474	0.502
33.474	0.495
33.474	0.504
33.474	0.497
33.474	0.490
33.474	0.498
33.474	0.490
33.474	0.479
33.513	0.452
33.513	0.441
33.513	0.426
33.513	0.424
33.513	0.407
33.513	0.403
33.513	0.405
33.513	0.406
33.513	0.413
33.513	0.403
33.513	0.397
33.513	0.389
33.513	0.386
33.513	0.378
33.513	0.371
33.513	0.360
33.513	0.362
33.394	0.340
33.394	0.327
33.394	0.321
33.394	0.297
33.394	0.305
33.394	0.287
33.394	0.287
33.394	0.274
33.394	0.273
33.394	0.268
33.394	0.244
33.394	0.233
33.394	0.224
33.394	0.228
33.394	0.224
33.393	0.241
33.393	0.235
33.393	0.248
33.393	0.247
33.393	0.246
33.393	0.239
33.393	0.226
33.393	0.216
33.393	0.200
33.393	0.208
33.393	0.198
33.393	0.196
33.393	0.187
33.393	0.178
33.393	0.181
33.393	0.198
33.393	0.199
33.393	0.199
32.967	0.209
32.967	0.185
32.967	0.208
32.967	0.187
32.967	0.165
32.967	0.167
32.967	0.170
32.967	0.180
32.967	0.194
32.967	0.202
32.967	0.204
32.967	0.208
32.967	0.204
32.967	0.200
32.967	0.200
32.967	0.196
32.680	0.184
32.680	0.177
32.680	0.176
32.680	0.174
32.680	0.167
32.680	0.176
32.680	0.184
32.680	0.195
32.680	0.201
32.680	0.197
32.680	0.185
32.680	0.167
32.680	0.143
32.680	0.132
32.680	0.122
32.680	0.116
32.680	0.098
32.758	0.115
32.758	0.128
32.758	0.115
32.758	0.123
32.758	0.104
32.758	0.088
32.758	0.091
32.758	0.081
32.758	0.067
32.758	0.057
32.758	0.040
32.758	0.024
32.758	0.007
32.758	0.032
32.758	0.001
32.505	0.003
32.505	-0.012
32.505	-0.016
32.505	-0.046
32.505	-0.064
32.505	-0.092
32.505	-0.114
32.505	-0.136
32.505	-0.153
32.505	-0.175
32.505	-0.184
32.505	-0.207
32.505	-0.216
32.505	-0.232
32.505	-0.255
32.505	-0.270
32.505	-0.290
32.505	-0.304
32.505	-0.344
32.064	-0.340
32.064	-0.352
32.064	-0.391
32.064	-0.415
32.064	-0.438
32.064	-0.459
32.064	-0.463
32.064	-0.495
32.064	-0.508
32.064	-0.556
32.064	-0.543
32.064	-0.580
32.064	-0.592
32.064	-0.615
32.064	-0.638
32.064	-0.652
31.859	-0.661
31.859	-0.687
