5.510	0.118
-8.934	-0.069
-8.934	-0.169
-8.934	-0.241
-8.934	-0.305
-8.934	-0.357
-8.934	-0.399
-8.934	-0.456
-8.934	-0.512
-8.934	-0.569
-8.934	-0.628
-8.934	-0.672
-8.934	-0.738
-8.934	-0.799
-8.934	-0.867
-8.934	-0.914
-8.901	-0.977
-8.901	-1.047
-8.901	-1.100
-8.901	-1.150
-8.901	-1.221
-8.901	-1.281
-8.901	-1.339
-8.901	-1.390
-8.901	-1.437
-8.901	-1.495
-8.901	-1.537
-8.901	-1.585
-8.901	-1.662
-8.901	-1.774
-8.901	-1.961
-8.899	-1.840
-8.899	-1.855
-8.899	-1.851
-8.899	-1.842
-8.899	-1.841
-8.899	-1.848
-8.899	-1.840
-8.899	-1.835
-8.899	-1.832
-8.899	-1.824
-8.899	-1.842
-8.899	-1.830
-8.899	-1.823
-8.899	-1.834
-8.899	-1.848
-8.899	-1.833
-8.899	-1.828
-8.898	-1.833
-8.898	-1.838
-8.898	-1.821
-8.898	-1.821
-8.898	-1.823
-8.898	-1.821
-8.898	-1.825
-8.898	-1.811
-8.898	-1.822
-8.898	-1.834
-8.898	-1.831
-8.898	-1.825
-8.898	-1.825
-8.898	-1.821
-8.898	-1.812
-8.899	-1.823
-8.899	-1.819
-8.899	-1.812
-8.899	-1.820
-8.899	-1.825
-8.899	-1.837
-8.899	-1.826
-8.899	-1.833
-8.899	-1.832
-8.899	-1.833
-8.899	-1.844
-8.899	-1.818
-8.899	-1.823
-8.899	-1.832
-8.899	-1.835
-8.899	-1.840
-8.899	-1.963
-8.899	-1.657
-8.899	-1.741
-8.899	-1.770
-8.899	-1.788
-8.899	-1.802
-8.899	-1.802
-8.899	-1.801
-8.899	-1.797
-8.899	-1.792
-8.899	-1.805
-8.899	-1.805
-8.899	-1.815
-8.899	-1.811
-8.899	-1.803
-8.899	-1.816
-8.707	-1.821
-8.707	-1.811
-8.707	-1.817
-8.707	-1.812
-8.707	-1.822
-8.707	-1.822
-8.707	-1.845
-8.707	-1.838
-8.707	-1.836
-8.707	-1.855
-8.707	-1.852
-8.707	-1.855
-8.707	-1.814
-8.707	-1.802
-8.707	-1.731
-8.707	-2.032
-8.707	-1.897
-8.707	-1.899
-8.281	-1.929
-8.281	-1.915
-8.281	-1.917
-8.281	-1.921
-8.281	-1.940
-8.281	-1.930
-8.281	-1.906
-8.281	-1.915
-8.281	-1.935
-8.281	-1.919
-8.281	-1.921
-8.281	-1.921
-7.877	-1.937
-7.877	-1.946
-7.877	-1.914
-7.877	-1.915
-7.877	-1.938
-7.877	-1.936
-7.877	-1.909
-7.877	-1.929
-7.877	-1.932
-7.877	-1.927
-7.877	-1.922
-7.877	-1.917
-7.877	-1.935
-7.877	-1.922
-7.877	-1.915
-7.877	-2.048
-7.877	-1.740
-7.877	-1.831
-7.477	-1.838
-7.477	-1.866
-7.477	-1.887
-7.477	-1.877
-7.477	-1.856
-7.477	-1.873
-7.477	-1.878
-7.477	-1.874
-7.477	-1.859
-7.477	-1.865
-7.477	-1.868
-7.477	-1.871
-7.477	-1.854
-7.477	-1.851
-7.477	-1.875
-7.253	-1.882
-7.253	-1.874
-7.253	-1.881
-7.253	-1.876
-7.253	-1.882
